CustomerID,FirstName,LastName,Phone,Country,City,Rate,MonyTransfere,Email
2133,khaldoun,whitney,5139292468,United Arab Emirates,`Ajman,7,Western Union,k.whitney@email.com
2134,fouad,rogers,5983517127,Saudi Arabia,Riyadh,3,Western Union,f.rogers@email.com
2135,luna,guzman,5372175622,Saudi Arabia,Al-Hillah,4,Western Union,l.guzman@email.com
2136,ahmed,fletcher,5913795363,United Arab Emirates,Al Fujayrah,5,Debt Card,a.fletcher@email.com
2137,habib,love,5857702088,United Arab Emirates,Dubai,7,Master Card,h.love@email.com
2138,judge,mendez,5590619020,Saudi Arabia,Al Kharj,4,Hawala,j.mendez@email.com
2139,batool,christensen,5865756995,United Arab Emirates,Al Ayn,3,Debt Card,b.christensen@email.com
2140,mohammed,wall,5389162129,Iraq,An Nasiriyah,3,Hawala,m.wall@email.com
2141,morning,dawson,5365496569,Egypt,El Mansura,8,Debt Card,m.dawson@email.com
2142,bassam,haney,5592840791,Iraq,Irbil,1,Hawala,b.haney@email.com
2143,omar,mcfadden,5632383419,Syria,Al Ladhiqiyah,1,Western Union,o.mcfadden@email.com
2144,shadi,nicholson,5009024169,Egypt,El Mansura,7,Hawala,s.nicholson@email.com
2145,salahuddin,simon,5541874673,United Arab Emirates,Sharjah,10,Master Card,s.simon@email.com
2146,anwar,guerra,5895102807,United Arab Emirates,Sharjah,5,Western Union,a.guerra@email.com
2147,bilal,morrison,5501551187,Egypt,El Daba,6,Western Union,b.morrison@email.com
2148,kinda,bray,5526393888,Iraq,An Nasiriyah,3,Western Union,k.bray@email.com
2149,ismail,hutchinson,5722303549,United Arab Emirates,Abu Dhabi,8,Master Card,i.hutchinson@email.com
2150,ms.,ellis,5094132242,United Arab Emirates,Dubai,4,Hawala,m.ellis@email.com
2151,mohammed,head,5401425803,Egypt,Cairo,9,Hawala,m.head@email.com
2152,mohammed,faulkner,5261125356,Syria,Aleppo,5,Debt Card,m.faulkner@email.com
2153,peace,berry,5599219971,Saudi Arabia,Abha,10,Hawala,p.berry@email.com
2154,mohamed,boyle,5229838921,Iraq,Baghdad,8,Hawala,m.boyle@email.com
2155,said,booth,5700970471,Iraq,Irbil,7,Hawala,s.booth@email.com
2156,omar,massey,5865760889,Saudi Arabia,Jeddah,9,Master Card,o.massey@email.com
2157,safa,whitfield,5144195000,United Arab Emirates,Abu Dhabi,8,Master Card,s.whitfield@email.com
2158,abdel,workman,5338768451,Saudi Arabia,Al Hufuf,8,Debt Card,a.workman@email.com
2159,mohammed,ayers,5436648152,Egypt,El Daba,3,Western Union,m.ayers@email.com
2160,mazen,skinner,5112224042,Egypt,El Mansura,7,Hawala,m.skinner@email.com
2161,amer,sexton,5474679380,United Arab Emirates,Dubai,10,Debt Card,a.sexton@email.com
2162,alaa,mcneil,5994074542,Iraq,An Najaf,1,Hawala,a.mcneil@email.com
2163,lilas,mcmillan,5168798723,Syria,Dayr az Zawr,7,Master Card,l.mcmillan@email.com
2164,ali,jones,5731155825,United Arab Emirates,`Ajman,6,Hawala,a.jones@email.com
2165,omar,whitaker,5594628224,Egypt,El Mansura,5,Master Card,o.whitaker@email.com
2166,doaa,case,5552030200,Egypt,Siwa,8,Hawala,d.case@email.com
2167,supporter,vasquez,5643560108,Syria,Ath Thawrah,9,Western Union,s.vasquez@email.com
2168,diana,velez,5692391968,Iraq,An Najaf,9,Hawala,d.velez@email.com
2169,mohammed,harper,5024065127,Syria,Ar Raqqah,5,Western Union,m.harper@email.com
2170,ruba,blevins,5309005205,Saudi Arabia,Abha,5,Hawala,r.blevins@email.com
2171,rasha,roman,5849754806,Syria,Al Ladhiqiyah,3,Hawala,r.roman@email.com
2172,bilal,goodwin,5340337331,Syria,Aleppo,4,Debt Card,b.goodwin@email.com
2173,mohamed,schultz,5137498583,Saudi Arabia,Al Hufuf,4,Master Card,m.schultz@email.com
2174,amer,little,5158469456,Saudi Arabia,Al-Qatif,9,Debt Card,a.little@email.com
2175,ahmed,wooten,5695107712,Syria,Damascus,5,Hawala,a.wooten@email.com
2176,lance,horton,5128930151,Saudi Arabia,Al-Hillah,9,Hawala,l.horton@email.com
2177,as,hanson,5386719195,Syria,Al Qamishli,2,Debt Card,a.hanson@email.com
2178,alaa,haynes,5327837739,Syria,Al Qamishli,7,Master Card,a.haynes@email.com
2179,alaa,carr,5473679073,Egypt,El Mansura,5,Hawala,a.carr@email.com
2180,waistband,perry,5175120652,United Arab Emirates,Sharjah,9,Hawala,w.perry@email.com
2181,fadi,shepherd,5272464974,United Arab Emirates,Al Fujayrah,5,Hawala,f.shepherd@email.com
2182,samer,lloyd,5106786453,Saudi Arabia,Ad Damman,2,Master Card,s.lloyd@email.com
2183,ahmed,huff,5079024902,Iraq,Baghdad,9,Debt Card,a.huff@email.com
2184,somayya,wynn,5100741850,Iraq,Baghdad,8,Hawala,s.wynn@email.com
2185,samir,camacho,5500354122,Saudi Arabia,Jeddah,1,Hawala,s.camacho@email.com
2186,spring,pacheco,5502043604,Syria,Al Qunaytirah,4,Western Union,s.pacheco@email.com
2187,loay,macdonald,5740217378,Saudi Arabia,Al-Qatif,8,Hawala,l.macdonald@email.com
2188,lamia,guerra,5055653712,Saudi Arabia,Al Wajh,5,Hawala,l.guerra@email.com
2189,obeida,vaughan,5177604650,United Arab Emirates,Umm al Qaywayn,3,Debt Card,o.vaughan@email.com
2190,fadi,pugh,5765357847,Syria,Al Qamishli,10,Hawala,f.pugh@email.com
2191,acer's,sloan,5602811332,Syria,Al Ladhiqiyah,9,Hawala,a.sloan@email.com
2192,mohammed,gates,5754681264,United Arab Emirates,Al Ayn,10,Master Card,m.gates@email.com
2193,tariq,cook,5290183370,Egypt,Cairo,7,Hawala,t.cook@email.com
2194,salwa,prince,5576919534,Saudi Arabia,Al Jubayl,9,Master Card,s.prince@email.com
2195,malik,medina,5972933409,Saudi Arabia,Al Mubarraz,5,Hawala,m.medina@email.com
2196,samir,carson,5551581769,Syria,Dayr az Zawr,10,Debt Card,s.carson@email.com
2197,sultan,franks,5127981290,United Arab Emirates,Abu Dhabi,6,Master Card,s.franks@email.com
2198,ahmed,tyson,5632838921,Iraq,Irbil,6,Debt Card,a.tyson@email.com
2199,mohammed,martinez,5555349817,Iraq,An Najaf,10,Western Union,m.martinez@email.com
2200,judge,tate,5815319436,Syria,Dayr az Zawr,2,Hawala,j.tate@email.com
2201,dana,robbins,5921238682,Iraq,Baqubah,10,Debt Card,d.robbins@email.com
2202,sana,noel,5043494518,Saudi Arabia,Al-Hillah,4,Master Card,s.noel@email.com
2203,mohammed,mclean,5644048087,Saudi Arabia,Jeddah,2,Debt Card,m.mclean@email.com
2204,muhammad,meyer,5974267383,Egypt,Siwa,5,Hawala,m.meyer@email.com
2205,believer,love,5085311603,Saudi Arabia,Ad Damman,6,Hawala,b.love@email.com
2206,mohammed,russell,5262031370,Syria,Dayr az Zawr,1,Hawala,m.russell@email.com
2207,mohammad,rich,5197961672,Saudi Arabia,Ad Damman,6,Hawala,m.rich@email.com
2208,mohammed,gilliam,5768576495,United Arab Emirates,Al Ayn,9,Master Card,m.gilliam@email.com
2209,lance,cotton,5750752942,United Arab Emirates,Abu Dhabi,2,Debt Card,l.cotton@email.com
2210,shatha,rowland,5517896353,Syria,As Suwayda,5,Debt Card,s.rowland@email.com
2211,ayham,carver,5523643301,Egypt,El Mansura,10,Hawala,a.carver@email.com
2212,alaa,cummings,5419971891,Saudi Arabia,Ad Damman,1,Debt Card,a.cummings@email.com
2213,mohammed,william,5355966354,United Arab Emirates,Abu Dhabi,2,Hawala,m.william@email.com
2214,mohammed,glover,5777197248,Syria,Ath Thawrah,4,Western Union,m.glover@email.com
2215,maher,emerson,5733487404,Syria,Al Ladhiqiyah,3,Hawala,m.emerson@email.com
2216,lord,weiss,5720068735,Syria,Ath Thawrah,9,Hawala,l.weiss@email.com
2217,abdul,morse,5562414177,Saudi Arabia,Al Mubarraz,2,Hawala,a.morse@email.com
2218,hassan,rojas,5464751026,Iraq,Baghdad,7,Hawala,h.rojas@email.com
2219,ammar,benjamin,5274305425,Egypt,Cairo,7,Western Union,a.benjamin@email.com
2220,saleh,gibson,5176748412,Saudi Arabia,Abha,5,Western Union,s.gibson@email.com
2221,sameer,phelps,5816512268,Syria,Aleppo,1,Debt Card,s.phelps@email.com
2222,mazen,lloyd,5880756645,Saudi Arabia,Al-Hillah,4,Western Union,m.lloyd@email.com
2223,bashar,rasmussen,5951446210,Syria,Aleppo,1,Debt Card,b.rasmussen@email.com
2224,bilal,boyer,5338603362,United Arab Emirates,Al Ayn,8,Hawala,b.boyer@email.com
2225,zia,burton,5695667941,Syria,Al Ladhiqiyah,2,Western Union,z.burton@email.com
2226,qasem,wade,5862291007,Iraq,Irbil,2,Hawala,q.wade@email.com
2227,hussein,goff,5033994284,Egypt,Cairo,6,Western Union,h.goff@email.com
2228,please,huber,5957278997,Iraq,Mosul,4,Debt Card,p.huber@email.com
2229,ruba,estrada,5896102499,Iraq,Baghdad,8,Western Union,r.estrada@email.com
2230,mohammed,bullock,5010517719,Egypt,Siwa,8,Hawala,m.bullock@email.com
2231,mohammed,cooper,5568893912,Syria,Ar Raqqah,2,Debt Card,m.cooper@email.com
2232,lena,ellis,5907408311,Iraq,Irbil,10,Western Union,l.ellis@email.com
2233,basil,melendez,5804804109,Saudi Arabia,Al-Hillah,7,Debt Card,b.melendez@email.com
2234,mohamed,miller,5851791277,Egypt,Siwa,9,Hawala,m.miller@email.com
2235,ammar,rich,5467092791,Saudi Arabia,Al-Hillah,4,Western Union,a.rich@email.com
2236,ali,mosley,5272168284,Iraq,An Nasiriyah,8,Master Card,a.mosley@email.com
2237,tala,donovan,5931289264,Syria,Dar'a,10,Debt Card,t.donovan@email.com
2238,rubina,bowman,5497215959,Iraq,An Najaf,8,Master Card,r.bowman@email.com
2239,glory,dillon,5551064977,Saudi Arabia,Al Wajh,5,Debt Card,g.dillon@email.com
2240,ramzi,jarvis,5081056483,Syria,Damascus,9,Master Card,r.jarvis@email.com
2241,diana,johnston,5898217827,Syria,Al Ladhiqiyah,2,Western Union,d.johnston@email.com
2242,mohammed,fox,5148673320,Saudi Arabia,Al Quwayiyah,1,Hawala,m.fox@email.com
2243,mohammad,jordan,5890180487,United Arab Emirates,Al Ayn,8,Western Union,m.jordan@email.com
2244,powered,paul,5521690420,Egypt,El Daba,9,Hawala,p.paul@email.com
2245,doaa,dejesus,5510281773,Syria,Dayr az Zawr,1,Hawala,d.dejesus@email.com
2246,mohammed,anthony,5097578852,United Arab Emirates,Al Ayn,10,Debt Card,m.anthony@email.com
2247,firas,shepherd,5662728387,United Arab Emirates,Al Ayn,4,Master Card,f.shepherd@email.com
2248,raghad,wheeler,5196053668,Syria,As Suwayda,9,Master Card,r.wheeler@email.com
2249,ahmed,weber,5537389423,Saudi Arabia,Al Mubarraz,2,Western Union,a.weber@email.com
2250,iyad,barnes,5780301712,Egypt,El Mansura,7,Debt Card,i.barnes@email.com
2251,mohamed,garrison,5973266759,Saudi Arabia,Al Mubarraz,6,Master Card,m.garrison@email.com
2252,randa,sims,5690703296,Saudi Arabia,Al-Hillah,3,Hawala,r.sims@email.com
2253,mohammed,hughes,5004527982,Saudi Arabia,Al-Qatif,3,Western Union,m.hughes@email.com
2254,tariq,pacheco,5486233045,Syria,Al Ladhiqiyah,3,Hawala,t.pacheco@email.com
2255,radwan,gillespie,5672381059,Syria,Aleppo,1,Hawala,r.gillespie@email.com
2256,lamis,lopez,5728123325,Saudi Arabia,Al Wajh,8,Western Union,l.lopez@email.com
2257,iyad,petersen,5597564944,Saudi Arabia,Al-Hillah,8,Hawala,i.petersen@email.com
2258,maya,walker,5413817109,Syria,Damascus,9,Western Union,m.walker@email.com
2259,nita,snow,5653095070,United Arab Emirates,Abu Dhabi,6,Debt Card,n.snow@email.com
2260,mohammad,foreman,5680552872,Saudi Arabia,Al Quwayiyah,5,Debt Card,m.foreman@email.com
2261,macaulay,hurst,5717903134,Saudi Arabia,Al Mubarraz,10,Debt Card,m.hurst@email.com
2262,stone,bruce,5725698544,Saudi Arabia,Al Kharj,2,Hawala,s.bruce@email.com
2263,wanda,may,5409933883,Iraq,Baghdad,10,Master Card,w.may@email.com
2264,beatrice,key,5192260300,Saudi Arabia,Ad Damman,2,Master Card,b.key@email.com
2265,lamar,salazar,5243904528,United Arab Emirates,Umm al Qaywayn,5,Hawala,l.salazar@email.com
2266,lacey,glass,5815700914,Iraq,Baghdad,4,Debt Card,l.glass@email.com
2267,isaiah,hampton,5150329672,Saudi Arabia,Al-Hillah,10,Master Card,i.hampton@email.com
2268,isaiah,robertson,5512090198,United Arab Emirates,Dubai,4,Western Union,i.robertson@email.com
2269,clementine,carpenter,5323834815,Syria,Al Qamishli,7,Hawala,c.carpenter@email.com
2270,dillon,le,5186654532,Saudi Arabia,Riyadh,2,Master Card,d.le@email.com
2271,gregory,moody,5893591235,Saudi Arabia,Al Qunfudhah,6,Hawala,g.moody@email.com
2272,hilel,dillard,5203711351,Saudi Arabia,Ad Damman,8,Hawala,h.dillard@email.com
2273,gannon,pena,5311313825,Syria,Damascus,5,Hawala,g.pena@email.com
2274,noble,wong,5180286795,Egypt,Suez,5,Debt Card,n.wong@email.com
2275,jaime,blake,5172530205,United Arab Emirates,Al Fujayrah,8,Debt Card,j.blake@email.com
2276,cherokee,cameron,5274905160,United Arab Emirates,Dubai,7,Master Card,c.cameron@email.com
2277,keiko,carrillo,5257315308,Iraq,An Nasiriyah,6,Hawala,k.carrillo@email.com
2278,paul,gutierrez,5945128205,Saudi Arabia,Al Jubayl,10,Western Union,p.gutierrez@email.com
2279,daphne,gonzales,5039382108,Iraq,Baghdad,9,Hawala,d.gonzales@email.com
2280,alika,good,5688525420,Egypt,Hurghada,5,Debt Card,a.good@email.com
2281,nolan,david,5664572398,Syria,Dayr az Zawr,9,Master Card,n.david@email.com
2282,donovan,beck,5659121907,Syria,Al Qamishli,2,Debt Card,d.beck@email.com
2283,neve,mitchell,5920175629,Iraq,Irbil,5,Hawala,n.mitchell@email.com
2284,rana,dale,5516433960,Egypt,Siwa,7,Debt Card,r.dale@email.com
2285,merrill,hogan,5771014120,Iraq,Baghdad,2,Hawala,m.hogan@email.com
2286,martina,leach,5476254725,Syria,Aleppo,4,Western Union,m.leach@email.com
2287,malcolm,bridges,5224096551,Iraq,Baqubah,7,Hawala,m.bridges@email.com
2288,yoko,holt,5102850822,Saudi Arabia,Al Kharj,2,Hawala,y.holt@email.com
2289,leandra,delaney,5058535819,Saudi Arabia,Abha,2,Master Card,l.delaney@email.com
2290,xander,mcconnell,5359343948,Saudi Arabia,Ad Damman,5,Western Union,x.mcconnell@email.com
2291,adele,fletcher,5631975646,Syria,Aleppo,7,Hawala,a.fletcher@email.com
2292,maryam,gutierrez,5815709401,Iraq,An Nasiriyah,6,Hawala,m.gutierrez@email.com
2293,mira,mcintyre,5428172332,Iraq,An Najaf,8,Hawala,m.mcintyre@email.com
2294,jerome,oconnor,5634214319,Saudi Arabia,Al-Qatif,8,Debt Card,j.oconnor@email.com
2295,gloria,lewis,5926741451,Egypt,El Mansura,3,Western Union,g.lewis@email.com
2296,adena,cox,5183560670,Iraq,Mosul,3,Hawala,a.cox@email.com
2297,devin,clark,5593875860,Syria,Dayr az Zawr,5,Master Card,d.clark@email.com
